Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Clausilia Strobeliella brembina brembina 1811		1	872	ZMH	I11-09	ZMH 79288	KP271369		05.08.2011	Clausilia Strobeliella brembina brembina 1811	Hausdorf			860m	Italy	Lombardia	Zorzone	
Clausilia Strobeliella brembina brembina 1795		1	872	ZMH	I05-5	ZMH 37430	KP271359		27.07.2005	Clausilia Strobeliella brembina brembina 1795	Hausdorf			400m	Italy	Lombardia	Tiberio	
Clausilia Strobeliella brembina brembina 1790		1	872	ZMH	I05-16	ZMH 4918	KP271356		01.08.2005	Clausilia Strobeliella brembina brembina 1790	Hausdorf			650m	Italy	Lombardia	Pasturo	
Clausilia Strobeliella brembina brembina 1794		1	872	ZMH	I05-5	ZMH 37430	KP271358		27.07.2005	Clausilia Strobeliella brembina brembina 1794	Hausdorf			400m	Italy	Lombardia	Tiberio	
Clausilia Strobeliella brembina brembina 1791		1	872	ZMH	I05-6	ZMH 37431	KP271357		28.07.2005	Clausilia Strobeliella brembina brembina 1791	Hausdorf			400m	Italy	Lombardia	Tiberio	
Clausilia Strobeliella brembina brembina 1842		1	872	ZMH	I05-17	ZMH 4949	KP271376		05.08.2005	Clausilia Strobeliella brembina brembina 1842	Hausdorf			500m	Italy	Lombardia	Fonte Bracca	
Clausilia Strobeliella brembina brembina 1797		1	872	ZMH	I05-1	ZMH 4891	KP271360		25.07.2005	Clausilia Strobeliella brembina brembina 1797	Hausdorf			600m	Italy	Lombardia	Ardesio	
Clausilia Strobeliella brembina brembina 1841		1	872	ZMH	I05-17	ZMH 4949	KP271375		04.08.2005	Clausilia Strobeliella brembina brembina 1841	Hausdorf			500m	Italy	Lombardia	Taceno	
Clausilia Strobeliella brembina klemmi 1872		1	872	ZMH	I05-2	ZMH 37411	KP271392		25.07.2005	Clausilia Strobeliella brembina klemmi 1872	Hausdorf			800m	Italy	Lombardia	Valzurio	
Clausilia Strobeliella brembina klemmi 1848		1	872	ZMH	I05-1	ZMH 4891	KP271380		25.07.2005	Clausilia Strobeliella brembina klemmi 1848	Hausdorf			600m	Italy	Lombardia	Ardesio	
Clausilia Strobeliella brembina klemmi 2134		1	872	ZMH	I13-04	ZMH 98058	KP271402		06.06.2013	Clausilia Strobeliella brembina klemmi 2134	Nägele	"45°55'14""N"	"009°58'09""E"	800m	Italy	Lombardia	Clusone	
Clausilia Strobeliella brembina klemmi 2123		1	872	ZMH	I13-01	ZMH 98052	KP271401		19.05.2013	Clausilia Strobeliella brembina klemmi 2123	Nägele	"45°57'01""N"	"009°55'25""E"	620m	Italy	Lombardia	Ardesio	
Clausilia Strobeliella brembina klemmi 1850		1	872	ZMH	I05-1	ZMH 4891	KP271381		25.07.2005	Clausilia Strobeliella brembina klemmi 1850	Hausdorf			600m	Italy	Lombardia	Ardesio	
Clausilia Strobeliella brembina alanica 1880		1	872	ZMH	I05-19	ZMH 4908	KP271397		02.08.2005	Clausilia Strobeliella brembina alanica 1880	Hausdorf			1600m	Italy	Lombardia	Albergo Plan del Sole	
Clausilia Strobeliella brembina alanica 1884		1	872	ZMH	I05-19	ZMH 4908	KP271398		02.08.2005	Clausilia Strobeliella brembina alanica 1884	Hausdorf			1600m	Italy	Lombardia	Albergo Plan del Sole	
Clausilia Strobeliella umbrosa gardonensis 2145		1	872	ZMH		ZMH 79838	KP271404		06.06.2013	Clausilia Strobeliella umbrosa gardonensis 2145	Nardi			1050m	Italy	Lombardia	Dosso Fontanazzo	
Clausilia Strobeliella umbrosa gardonensis 2146		1	872	ZMH		ZMH 79838	KP271405		06.06.2013	Clausilia Strobeliella umbrosa gardonensis 2146	Nardi			1050m	Italy	Lombardia	Dosso Fontanazzo	
Clausilia Strobeliella umbrosa gardonensis 2144		1	872	ZMH		ZMH 79838	KP271403		06.06.2013	Clausilia Strobeliella umbrosa gardonensis 2144	Nardi			1050m	Italy	Lombardia	Dosso Fontanazzo	
Clausilia Strobeliella umbrosa umbrosa 1885		1	872	ZMH	I05-12	ZMH 37420	KP271399		29.07.2005	Clausilia Strobeliella umbrosa umbrosa 1885	Hausdorf			620m	Italy	Lombardia	Bagolino	
Clausilia Strobeliella umbrosa umbrosa 1803		1	872	ZMH	I05-12	ZMH 37420	KP271364		29.07.2005	Clausilia Strobeliella umbrosa umbrosa 1803	Hausdorf			620m	Italy	Lombardia	Bagolino	
Clausilia Strobeliella umbrosa umbrosa 1804		1	872	ZMH	I05-12	ZMH 37420	KP271365		29.07.2005	Clausilia Strobeliella umbrosa umbrosa 1804	Hausdorf			620m	Italy	Lombardia	Bagolino	
Clausilia Strobeliella umbrosa umbrosa 1889		1	872	ZMH	I05-12	ZMH 37420	KP271400		29.07.2005	Clausilia Strobeliella umbrosa umbrosa 1889	Hausdorf			620m	Italy	Lombardia	Bagolino	
Clausilia Strobeliella whateliana whateliana 1806		1	872	ZMH	I05-3	ZMH 4942	KP271366		25.07.2005	Clausilia Strobeliella whateliana whateliana 1806	Hausdorf			480m	Italy	Lombardia	Vertova	
Clausilia Strobeliella whateliana whateliana 1807		1	872	ZMH	I05-3	ZMH 4942	KP271367		25.07.2005	Clausilia Strobeliella whateliana whateliana 1807	Hausdorf			480m	Italy	Lombardia	Vertova	
Clausilia Strobeliella whateliana whateliana 1810		1	872	ZMH	I11-13	ZMH 79223	KP271368		06.08.2011	Clausilia Strobeliella whateliana whateliana 1810	Hausdorf			590m	Italy	Lombardia	Cassiglio	
Clausilia Strobeliella whateliana whateliana 1843		1	872	ZMH	I05-24	ZMH 37404	KP271377		03.08.2005	Clausilia Strobeliella whateliana whateliana 1843	Hausdorf			400m	Italy	Lombardia	Taceno	
Clausilia Strobeliella whateliana whateliana 1845		1	872	ZMH	I05-24	ZMH 37404	KP271378		03.08.2005	Clausilia Strobeliella whateliana whateliana 1845	Hausdorf			400m	Italy	Lombardia	Taceno	
Clausilia Strobeliella whateliana whateliana 1847		1	872	ZMH	I05-24	ZMH 37404	KP271379		03.08.2005	Clausilia Strobeliella whateliana whateliana 1847	Hausdorf			400m	Italy	Lombardia	Taceno	
Clausilia Strobeliella whateliana whateliana 1860		1	872	ZMH	I05-3	ZMH 4942	KP271385		25.07.2005	Clausilia Strobeliella whateliana whateliana 1860	Hausdorf			480m	Italy	Lombardia	Vertova	
Clausilia Strobeliella whateliana whateliana 1861		1	872	ZMH	I05-23	ZMH 37482	KP271386		03.08.2005	Clausilia Strobeliella whateliana whateliana 1861	Hausdorf			370m	Italy	Lombardia	Sedrina	
Clausilia Strobeliella whateliana whateliana 1862		1	872	ZMH	I05-23	ZMH 37482	KP271387		03.08.2005	Clausilia Strobeliella whateliana whateliana 1862	Hausdorf			370m	Italy	Lombardia	Sedrina	
Clausilia Strobeliella whateliana whateliana 1865		1	872	ZMH	I05-23	ZMH 37482	KP271388		03.08.2005	Clausilia Strobeliella whateliana whateliana 1865	Hausdorf			370m	Italy	Lombardia	Sedrina	
Clausilia Strobeliella whateliana whateliana 1874		1	872	ZMH		ZMH 79387	KP271394		25.07.2012	Clausilia Strobeliella whateliana whateliana 1874	Nordsieck				Italy	Lombardia	Algua	
Clausilia Strobeliella whateliana whateliana 1877		1	872	ZMH	I05-26	ZMH 4974	KP271396		03.08.2005	Clausilia Strobeliella whateliana whateliana 1877	Hausdorf			500m	Italy	Lombardia	San Giovanni Bianco	
Clausilia Strobeliella whateliana exoptata 1800		1	872	ZMH	I05-6	ZMH 4998	KP271361		27.07.2005	Clausilia Strobeliella whateliana exoptata 1800	Hausdorf			590m	Italy	Lombardia	Serina	
Clausilia Strobeliella whateliana exoptata 1801		1	872	ZMH	I05-6	ZMH 4998	KP271362		27.07.2005	Clausilia Strobeliella whateliana exoptata 1801	Hausdorf			590m	Italy	Lombardia	Serina	
Clausilia Strobeliella whateliana exoptata 1833		1	872	ZMH	I11-08	ZMH 79281	KP271372		05.08.2011	Clausilia Strobeliella whateliana exoptata 1833	Hausdorf			750m	Italy	Lombardia	Frerola	
Clausilia Strobeliella whateliana exoptata 1835		1	872	ZMH	I11-09	ZMH 79282	KP271373		05.08.2011	Clausilia Strobeliella whateliana exoptata 1835	Hausdorf			750m	Italy	Lombardia	Frerola	
Clausilia Strobeliella whateliana exoptata 1855		1	872	ZMH	I05-6	ZMH 4998	KP271383		27.07.2005	Clausilia Strobeliella whateliana exoptata 1855	Hausdorf			590m	Italy	Lombardia	Serina	
Clausilia Strobeliella whateliana exoptata 1873		1	872	ZMH		ZMH 79386	KP271393		25.07.2012	Clausilia Strobeliella whateliana exoptata 1873	Nordsieck			800m	Italy	Lombardia	Algua	
Macrogastra Pyrostoma tumida 858		1	872	ZMH		37647	KP271355		02.06.2006	Macrogastra Pyrostoma tumida 858	Grego				Slovakia	Slovensca Lupca	Drie Kyna valley	
Ruthenica filograna 401		1	872	ZMH		ZMH 79843	KP271354		09.09.2001	Ruthenica filograna 401	Hausdorf			1300m	Austria	Kärnten	Loiblpass	
