Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Spiraea cantoniensis		1	3849							Spiraea cantoniensis								
Adenostoma sparsifolium		1	3849							Adenostoma sparsifolium								
Sorbaria sorbifolia		1	3849							Sorbaria sorbifolia								
Chamaebatia foliolosa		1	3849							Chamaebatia foliolosa								
Chamaebatiaria millefolium		1	3849							Chamaebatiaria millefolium								
Cercocarpus ledifolius		1	3849							Cercocarpus ledifolius								
Dryas octopetala		1	3849							Dryas octopetala								
Purshia tridentata		1	3849							Purshia tridentata								
Agrimonia eupatoria		1	3849							Agrimonia eupatoria								
Agrimonia pilosa		1	3849							Agrimonia pilosa								
Leucosidea sericea		1	3849							Leucosidea sericea								
Rosa acicularis		1	3849							Rosa acicularis								
Rosa cymosa		1	3849							Rosa cymosa								
Rosa foetida		1	3849							Rosa foetida								
Rosa multiflora		1	3849							Rosa multiflora								
Rosa spinosissima		1	3849							Rosa spinosissima								
Fallugia paradoxa		1	3849							Fallugia paradoxa								
Geum rivale		1	3849							Geum rivale								
Waldsteinia fragarioides		1	3849							Waldsteinia fragarioides								
Rubus chamaemorus		1	3849							Rubus chamaemorus								
Rubus ursinus		1	3849							Rubus ursinus								
Sanguisorba annua		1	3849							Sanguisorba annua								
Sanguisorba filiformis		1	3849							Sanguisorba filiformis								
Dasiphora davurica		1	3849							Dasiphora davurica								
Dasiphora fruticosa		1	3849							Dasiphora fruticosa								
Potentilla biennis		1	3849							Potentilla biennis								
Ivesia lycopodioides		1	3849							Ivesia lycopodioides								
Ivesia sabulosa		1	3849							Ivesia sabulosa								
Ivesia unguiculata		1	3849							Ivesia unguiculata								
Horkelia tridentata		1	3849							Horkelia tridentata								
Horkelia yadonii		1	3849							Horkelia yadonii								
Tylosperma lignosa		1	3849							Tylosperma lignosa								
Argentina anserina		1	3849							Argentina anserina								
Potentilla alba		1	3849							Potentilla alba								
Potentilla caulescens		1	3849							Potentilla caulescens								
Potentilla concinna		1	3849							Potentilla concinna								
Potentilla crassinervia		1	3849							Potentilla crassinervia								
Potentilla anserina subsp. edgei		1	3849							Potentilla anserina subsp. edgei								
Potentilla erecta		1	3849							Potentilla erecta								
Potentilla fragarioides		1	3849							Potentilla fragarioides								
Potentilla indica		1	3849							Potentilla indica								
Potentilla neumaniana		1	3849							Potentilla neumaniana								
Potentilla reptans		1	3849							Potentilla reptans								
Potentilla supina		1	3849							Potentilla supina								
Aphanes arvensis		1	3849							Aphanes arvensis								
Aphanes sp Boliva		1	3849							Aphanes sp Boliva								
Aphanes microcarpa		1	3849							Aphanes microcarpa								
Alchemilla alpina		1	3849							Alchemilla alpina								
Alchemilla mollis		1	3849							Alchemilla mollis								
Alchemilla pentaphyllea		1	3849							Alchemilla pentaphyllea								
Alchemilla saxatilis		1	3849							Alchemilla saxatilis								
Alchemilla vulgaris		1	3849							Alchemilla vulgaris								
Alchemilla xanthochlora		1	3849							Alchemilla xanthochlora								
Alchemilla japonica		1	3849							Alchemilla japonica								
Alchemilla flabellata		1	3849							Alchemilla flabellata								
Alchemilla charbonneliana		1	3849							Alchemilla charbonneliana								
Alchemilla grenieri		1	3849							Alchemilla grenieri								
Lachemilla pinnata		1	3849							Lachemilla pinnata								
Lachemilla rupestris		1	3849							Lachemilla rupestris								
Lachemilla vulcanica		1	3849							Lachemilla vulcanica								
Lachemilla holosericea		1	3849							Lachemilla holosericea								
Alchemilla andringitrensis		1	3849							Alchemilla andringitrensis								
Alchemilla argyrophylla		1	3849							Alchemilla argyrophylla								
Alchemilla cryptantha		1	3849							Alchemilla cryptantha								
Alchemilla elgonensis		1	3849							Alchemilla elgonensis								
Alchemilla elongata		1	3849							Alchemilla elongata								
Alchemilla gracilipes		1	3849							Alchemilla gracilipes								
Alchemilla haumannii		1	3849							Alchemilla haumannii								
Alchemilla johnstonii		1	3849							Alchemilla johnstonii								
Alchemilla roccatii		1	3849							Alchemilla roccatii								
Alchemilla schizophylla		1	3849							Alchemilla schizophylla								
Alchemilla subnivalis		1	3849							Alchemilla subnivalis								
Alchemilla woodii		1	3849							Alchemilla woodii								
Comarum palustre		1	3849							Comarum palustre								
Comarum salesovianum		1	3849							Comarum salesovianum								
Schistophyllidium bifurcum		1	3849							Schistophyllidium bifurcum								
Potentilla adpressa		1	3849							Potentilla adpressa								
Sibbaldia cuneata		1	3849							Sibbaldia cuneata								
Sibbaldia parviflora		1	3849							Sibbaldia parviflora								
Sibbaldia procumbens		1	3849							Sibbaldia procumbens								
Sibbaldia semiglabra		1	3849							Sibbaldia semiglabra								
Sibbaldia cuneifolia 		1	3849							Sibbaldia cuneifolia 								
Potentilla tridentata		1	3849							Potentilla tridentata								
Fragaria chiloensis		1	3849							Fragaria chiloensis								
Fragaria iinumae		1	3849							Fragaria iinumae								
Fragaria nilgerrensis		1	3849							Fragaria nilgerrensis								
Fragaria nipponica		1	3849							Fragaria nipponica								
Chamaerhodos erecta		1	3849							Chamaerhodos erecta								
Chamaerhodos mongholica		1	3849							Chamaerhodos mongholica								
Potaninia mongolica		1	3849							Potaninia mongolica								
Drymocallis arguta		1	3849							Drymocallis arguta								
Drymocallis glandulosa		1	3849							Drymocallis glandulosa								
Drymocallis rupestris		1	3849							Drymocallis rupestris								
