Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Autocoptis (Urocoptola) guigouana		1	1722	USDA	USDA-APHIS (in ANSP)	station 97H70	KT602619	voucher DUW01360	1997-03-28	Autocoptis (Urocoptola) guigouana	D.G. Robinson & I.V. Muratov	18.07 N	73.90 W	50 m	Haiti	Departement du Sud, 	"""La Source"", just west of Macabe on the road (south of) Port Salut."	
Brachypodella caymanensis		1	1722	USDA	USDA-APHIS (in ANSP)	USDA 10220, station 02-GC-07	KT602658	voucher DUW01348	2002-08-13	Brachypodella caymanensis	D.G. Robinson	19.31 N	81.19 W		Cayman islands	Grand Cayman	Under rocks, at the trailhead (southern end) of the Mastic trail.	
Brachypodella collaris		1	1722	USDA	USDA-APHIS (in ANSP)	station 05-GMG-35	KT602659	voucher DUW01317	2005-07-13	Brachypodella collaris	D.G. Robinson	15.92 N	61.27 W		Guadeloupe		On cement walls and on leaves, Distillerie Bielle, Commune de Grand Bourg, Marie-Galante. 	
Brachypodella costata		1	1722	USDA	USDA-APHIS (in ANSP)	station 05-BAR-02A	KT602660	voucher DUW01344	2005-09-12	Brachypodella costata	D.G. Robinson	13.19 N	59.58 W		Barbados	St. Thomas Parish	On tree trunks and under rocks, Harrison's cave.	
Brachypodella dominicensis gabbi		1	1722	USDA	USDA-APHIS (in ANSP)	station 97 H 28	EU409895	voucher DUW01349	1997-03-19	Brachypodella dominicensis gabbi	D.G. Robinson	18.14 N	71.26 W	900-925 m	Dominican Republic	Provincia Barahona	On limestone rocks, limestone karst environment, along the Cabral-Polo road. 	
Brachypodella dubia		1	1722	UF	UF	UF207160, FGT-5150 	KT602661	voucher DUW01476	1993-02-12	Brachypodella dubia	F.G. Thompson & J. Polisar	17.38 N	88.44 W	50 m	Belize	Belize dist.	Limestone hill on S side of Sibun R. at Cedar Banks.	
Brachypodella morini		1	1722	UF	UF	UF213326, FGT-4920, ex: UF213327 	KT602662	voucher DUW01475	1991-10-12	Brachypodella morini	F.G. Thompson & H.G. Lee, et al.	15.17 N	88.14 W	350 m	Honduras		1.2 km. E of Concepcion del Norte: 7 km SSE Bassin.	
Brachypodella pallida		1	1722	USDA	USDA-APHIS (in ANSP)	station PR 00-45 ADo-3	KT602663	voucher DUW01378	2000-11-10	Brachypodella pallida	D.G. Robinson & L. Pagan	18.44 N	66.28 W		Puerto Rico	Distrito de Aricebo	On boulders, mogote at Doraville, just off Route 695, Municipio Dorado.	
Brachypodella raveni		1	1722	NNM	NNM	352.0 4, station  910A	KT602664	voucher DUW01471	1970-02-21	Brachypodella raveni	P. Wagenaar Hummelinck	12.45 N	69.22 W		Curacao		Hato, W. of airport, base of cliff.	
Brachypodella riisei		1	1722	USDA	USDA-APHIS (in ANSP)	station PR 00-30	KT602665	voucher DUW01377	2000-03-15	Brachypodella riisei	D.G. Robinson & L. Pagan	18.41 N	66.37 W		Puerto Rico	Distrito de Aricebo	Limestone knoll, just off route 160 to Orovis, Almirante Norte, Vega Baja. 	
Brachypodella speluncae		1	1722	USDA	USDA-APHIS (in ANSP)	station QR 00-04	KT602666	voucher DUW01343	2000-12-19	Brachypodella speluncae	D.G. Robinson	20.22 N	87.43 W		Mexico	Quintana Roo	Amongst rubble, Mayan ruins, Tulum. 	
Brachypodella trinitaria		1	1722	ANSP	ANSP		KT602667	voucher DUW01324	1988-06-04	Brachypodella trinitaria	G. Rosenberg & F. Moreau	10.70 N	61.27 W		Trinidad and Tobago	Trinidad	Rima area, county of St. George. In leaf litter + under + on roots along trail in heights of Guanofr..	
Brevipedella angulifera		1	1722	ANSP	ANSP	station C039	KT602629	voucher DUW01422	2006-11-01	Brevipedella angulifera	D.R. Uit de Weerd & A. Fernandes	20.51 N	74.66 W	57 m	Cuba	Guantanamo	Boca de Taco, Finca Retiro, about 1.5 km east of la Vega de Taco.	
Brevipedella portoricensis		1	1722	USDA	USDA-APHIS (in ANSP)	Station: PR 00-36	KT602630	voucher DUW01325	2000-11-08	Brevipedella portoricensis	D.G. Robinson & W. Garcia	18.33 N	66.98 W		Puerto Rico	Distrito Mayaguez	On limestone knoll, at km 3.1 on Route 446, north of San Sebastian, just south of intersection with Route 447, San Sebastian.	
Callonia elliotti		1	1722	ANSP	ANSP	station C051	KT602631	voucher DUW01421	2006-11-02	Callonia elliotti	A. Gonzalez Guillen	22.21 N	84.05 W	30 -100 m	Cuba	Pinar del Rio	W-side Sierra de Gabino, Guane	
Cerion striatellum crassilabris		1	1722	USDA	USDA-APHIS (in ANSP)	USDA 100112, Station PR 0041, BEGn-5	EU409909	voucher DUW01350	2000-11-09	Cerion striatellum crassilabris	D.G. Robinson & W. Garcia	17.97 N	66.87 W		Puerto Rico		"On bushes, trees and Cereus cactus, in dry scrub area, off Route 334, along 'Ballenas"" trail, Bosque Estatal de Guanica."	
Cochlodinella (Cochlodinella) variegata		1	1722	USDA	USDA-APHIS (in ANSP)	station FL 99-026	KT602622	voucher DUW01362	1999-09-23	Cochlodinella (Cochlodinella) variegata	D.G. Robinson & W. Tang	25.66 N	80.28 W		USA	Florida	South facing cut through coral platform, between the Jennings Residence and the Lake, Montgomery Botanical Gardens, Coral Gables, Dade County.	
Cochlodinella (Cochlodinella)  poeyana		1	1722	ANSP	ANSP	station C050	KT602621	voucher DUW01467	2006-11-10	Cochlodinella (Cochlodinella)  poeyana	D.R. Uit de Weerd & A. Gonzalez Guillen	22.96 N	82.39 W	128 m	Cuba	La Habana	"Road between el Cacahual and Santiago de las Vegas la Habana; cliffs E of road 100 m SE of Santiago de las Vegas la Habana"	
Eucalodium sp.		1	1722	UF	UF	UF 337133, FGT-6271	EU409900	voucher DUW01386	2003-12-22	Eucalodium sp.	F.G. Thompson & E. Mihalcik 	18.96 N	96.93 W		Mexico	Veracruz	Hill above Santa Rosa 2.5 km ESE of San Rafael Caleria	
Geminicoptis rocai		1	1722	ANSP	ANSP	station C009	KT602632	voucher DUW01414	2006-10-20	Geminicoptis rocai	D.R. Uit de Weerd, A. Vazquez Perera & W.J. Moes	22.66 N	83.70 W	164 m	Cuba	Pinar del Rio	Pass at N-side of Sierra la Chorrera. Main road from Vinales to San Andres, 6 rkm NE of Vinales. Side road E of large pond, continue about 1.5 km to NW to point where mogotes converge into pass.	
Geoscala robertsi		1	1722	ANSP	ANSP	ANSP 402749, A19139, station JBS72	KT602656	voucher DUW01319	1999-06-07	Geoscala robertsi	G. Rosenberg, I.V. Muratov & VanderMerwel	18.46 N	77.85 W	593 ft	Jamaica	St. James Parish.	0.6 road km on road to Flower Hill, from road to Adelphi, at intersection to Kirkpatrick Hall. 	
Gongylostoma elegans elegans		1	1722	ANSP	ANSP	station C027	KT602633	voucher DUW01411	2006-10-27	Gongylostoma elegans elegans	D.R. Uit de Weerd	22.98 N	82.18 W	132 m	Cuba	La Habana	Road San Jose de las Lajas - Jamaica. Limestone rocks W of road, across rail road, 500 m NW of San Jose de las Lajas.	
Gyraxis sericata		1	1722	USDA	USDA-APHIS (in ANSP)	station 97 H54	KT602634	voucher DUW01347	1997-03-22	Gyraxis sericata	Robinson, Muratov, Espinosa	19.07 N	69.47 W	5 m	Dominican Republic	Hato Mayor	"""Bosque Humedo"" (Cano Salado), P. N. de Los Haitises, west of Sabana de la Mar."	
Heterocoptis (Heterocoptis) bicorda		1	1722	ANSP	ANSP	station C018	KT602635	voucher DUW01415	2006-10-24	Heterocoptis (Heterocoptis) bicorda	D.R. Uit de Weerd & W.J. Moes	22.04 N	79.48 W	109 m	Cuba	Sancti Spiritus	"Hill ""Gabino Galves"", 2 km SW of Guayos. Road Sancti Spiritus - Guayos, 2.5 rkm into western side road S of Guayos towards cliff visible from main road. "	
Idiostemma alfredoi		1	1722	ANSP	ANSP	station C046	KT602636	voucher DUW01413	2006-11-06	Idiostemma alfredoi	D.R. Uit de Weerd	21.09 N	75.86 W	91 m	Cuba	Holguin	Jaguajay hill, Bayo del Cerro vicinity. Rocks at foot of cliff (el Molino). 47.7 rkm NNE of Holguin city.	
Levistemma peculiaris		1	1722	ANSP	ANSP	station C039	KT602637	voucher DUW01450	2006-11-01	Levistemma peculiaris	D.R. Uit de Weerd & A. Fernandes	20.51 N	74.66 W	57 m	Cuba	Guantanamo	Boca de Taco, Finca Retiro, about 1.5 km east of la Vega de Taco	
Liocallonia (Cenocoptis) andresensis andresensis		1	1722	ANSP	ANSP	station C010	KT602638	voucher DUW01427	2006-10-20	Liocallonia (Cenocoptis) andresensis andresensis	D.R. Uit de Weerd & W.J. Moes	22.67 N	83.55 W		Cuba	Pinar del Rio	 San Andres, Mogote S of Ipa. 	
Liparotes obesula		1	1722	USDA	USDA-APHIS (in ANSP)	station 97 H 76	KT602639	voucher DUW01345	1997-03-29	Liparotes obesula	D.G. Robinson & I.V. Muratov	18.51 N	73.98 W	360 m	Haiti	Departement de Grande Anse	 Limestone karst environment Andri, in hills above Jeremie. 	
Macroceramus microdon		1	1722	USDA	USDA-APHIS (in ANSP)	station PR 00-46	EU409905	voucher DUW01338	2000-10-11	Macroceramus microdon	D.G. Robinson	18.45 N	66.47 W	1300 m	Puerto Rico	Distrito Arecibo	On trees, Pinero, just east of Manati, off Route 686, Municipio Manati,. 	
Microceramus pontificus		1	1722	USDA	USDA-APHIS (in ANSP)	Station: FL99-03	EU409906	voucher DUW01327	1999-09-23	Microceramus pontificus	D.G. Robinson & W. Tang	25.66 N	80.28 W		USA	Florida	Fairchild Tropical Garden, on Old Cutler Road, Miami, Dade County.	
Mychostoma album		1	1722	ANSP	ANSP	station  JBS510	KT602657	voucher DUW01329	2001-05-16	Mychostoma album	Rosenberg & Munroe	18.41 N	78.05 W	343 m	Jamaica	Hanover Parish	Between Rejoin and Gurneys Mount. Limestone/ brown soil.	
Nesocoptis pruinosa pruinosa		1	1722	ANSP	ANSP	station CP02	KT602640	voucher DUW01449		Nesocoptis pruinosa pruinosa	A. Gonzalez Guillen	21.87 N	82.82 W		Cuba	Isla de Pinos	"Sierra de las Casas, Nueva Gerona; Semidecidous forest, Mogote complex vegetation. Karst over marble, limestone. Eastern slope."	
Nodulia vignalensis balnearum		1	1722	ANSP	ANSP	station C009	KT602641	voucher DUW01431	2006-10-20	Nodulia vignalensis balnearum	D.R. Uit de Weerd, A. Vazquez Perera & W.J Moes	22.66 N	83.70 W	164 m	Cuba	Pinar del Rio	Pass at N-side of Sierra la Chorrera. Main road from Vinales to San Andres, 6 rkm NE of Vinales. Side road E of large pond, continue about 1.5 km to NW to point where mogotes converge. into pass.	
Pfeiffericoptis (Pfeiffericoptis) fumosa		1	1722	ANSP	ANSP	station C012	KT602642	voucher DUW01434	2006-10-22	Pfeiffericoptis (Pfeiffericoptis) fumosa	D.R. Uit de Weerd & W.J Moes	23.02 N	81.70 W	80 m	Cuba	Matanzas	Ceiba Mocha. 5 rkm into road Ceiba Mocha - Armona. 300 m into side road to east, S of lake.	
Planostemma pilotensis		1	1722	ANSP	ANSP	station CP09, A21524	KT602643	voucher DUW01451	2007-03-13	Planostemma pilotensis	A. Fernandes	20.66 N	75.68 W	57 m	Cuba	Holguin	La Vegueta, Piloto del Medio, Pinares Mayari.	
Pleurostemma perplicata yunquensis		1	1722	ANSP	ANSP	station C040	KT602644	voucher DUW01429	2006-11-02	Pleurostemma perplicata yunquensis	D.R. Uit de Weerd & A. Fernandes	20.34 N	74.57 W	237 m	Cuba	Guantanamo	 El Yunque, Baracoa, on limestone boulders/cliff east of summit, about 200 meters below summit.	
Poecilocoptis incerta		1	1722	ANSP	ANSP	station C005	KT602645	voucher DUW01426	2006-10-19	Poecilocoptis incerta	D.R. Uit de Weerd, A. Vazquez Perera & W.J. Moes	22.27 N	84.03 W	81 m	Cuba	Pinar del Rio	 Isolated limestone outcrop 400 meters west of road Sumidero - Guane, 0.7 km SE of San Jose (= Teneria). 	
Poeycoptis lituus stearnsi		1	1722	ANSP	ANSP	station C026	KT602646	voucher DUW01435	2006-10-27	Poeycoptis lituus stearnsi	D.R. Uit de Weerd & W.J.  Moes	22.94 N	81.90 W	119 m	Cuba	La Habana	Road Madruga - Cataline de Guines. Slope where road cuts through bedrock, 6 rkm E of Cataline de Guines.	
Pseudopineria barbadensis		1	1722	USDA	USDA-APHIS (in ANSP)	station 06 BAR-06	KT602611	voucher DUW01363	2006-03-23	Pseudopineria barbadensis	D.G. Robinson	13.08 N	59.50 W		Barbados	Saint Philip Parish	On limestone cliff facing direct ocean breeze, Long beach Resort, Chancery Lane.	
Pycnoptychia (Pycnoptychia) scaeva		1	1722	ANSP	ANSP	station C012	KT602647	voucher DUW01410	2006-10-22	Pycnoptychia (Pycnoptychia) scaeva	D.R. Uit de Weerd & W.J.  Moes	23.02 N	81.70 W	80 m	Cuba	Matanzas	Ceiba Mocha. 5 rkm into road Ceiba Mocha - Armona. 300 m into side road to east, S of lake.	
Sagracoptis coronadoi		1	1722	ANSP	ANSP	station C031	KT602648	voucher DUW01417	2006-10-29	Sagracoptis coronadoi	A. Gonzalez Guillen & D.R. Uit de Weerd	23.12 N	82.41 W	26 m	Cuba	La Habana	"Havana city. El Bosque de la Habana, rocks below cliffface behind hotel ""el Bosque""."	
Simplicervix inornata		1	1722	ANSP	ANSP	station JBS 468	EU409894	voucher DUW01371	2001-05-08	Simplicervix inornata	I.V. Muratov	18.38 N	78.15 W	307 m	Jamaica		S part of Askenish. Single lime stone block on the right side of the stream.	
Spiroceramus amplus		1	1722	ANSP	ANSP	station C033	KT602612	voucher DUW01418	2006-10-30	Spiroceramus amplus	D.R. Uit de Weerd & A. Fernandes	20.98 N	76.23 W	170 m	Cuba	Holguin	Cerro de Guayacanes, near to Cerro Verde, 7 km NNW Holguin. Limestone cliff visible E from road Holguin - Gibara.	
Spirostemma dunkeri		1	1722	ANSP	ANSP	station JBS372	KT602623	voucher DUW01392	2000-10-09	Spirostemma dunkeri	G. Rosenberg & Schubart	18.29 N	77.21 W	450 m	Jamaica		"South of Alderton, 1.3 road km from intersection. Secondary forest. Limestone; brown soil."	
Spirostemma tenellum		1	1722	ANSP	ANSP	station JBS451	KT602624	voucher DUW01369	2001-05-05	Spirostemma tenellum	G. Rosenberg & Holmes	18.23 N	78.33 W	44 m	Jamaica	Westmoreland	Negril Hills, 0.3 road km on dirtroad off south coast road. Secondary forest, agave, pipe cactus, red birch, large Cecropia. Limestone, brown soil.	
Steatocoptis bioscai		1	1722	ANSP	ANSP	station C048	KT602649	voucher DUW01430	2006-11-08	Steatocoptis bioscai	D.R. Uit de Weerd	21.22 N	77.6 W	127 m	Cuba	Camaguey	"Old Stone quarry (above locality 47) S of carretera Camaguey - Sibanicu; 8 rkm SW of Sibanicu."	
Strophina laterradii		1	1722	ANSP	ANSP	ANSP 167084	KT602625	voucher DUW01403	1936-07-04	Strophina laterradii	S.T. Brooks				Dominican Republic	Beata Island	San Domingo.	
Teneria teneriensis		1	1722	ANSP	ANSP	station C005	KT602650	voucher DUW01432	2006-10-19	Teneria teneriensis	D.R. Uit de Weerd, A. Vazquez Perera & W.J. Moes	22.27 N	84.03 W	81 m	Cuba	Pinar del Rio	Isolated limestone outcrop 400 meters west of road Sumidero - Guane, 0.7 km SE of San Jose (= Teneria).	
Tenuistemma lateralis		1	1722	ANSP	ANSP	station C042	KT602651	voucher DUW01419	2006-11-02	Tenuistemma lateralis	D.R. Uit de Weerd & A. Fernandes	20.35 N	74.57 W	324 m	Cuba	Guantanamo	El Yunque, Baracoa, limestone rocks about 50 m from summit, NE side.	
Tomelasmus irroratus saccharinus		1	1722	ANSP	ANSP	station C003	KT602652	voucher DUW01409	2006-10-18	Tomelasmus irroratus saccharinus	D.R. Uit de Weerd, A. Vazquez Perera & W.J. Moes	22.64 N	83.83 W	46  m	Cuba	Pinar del Rio	"N-side of ""Pan de Azugar"", on tree trunks, rocks & litter."	
Torrecoptis holguinensis		1	1722	ANSP	ANSP	station C045	EU409907	voucher DUW01412	2006-11-06	Torrecoptis holguinensis	D.R. Uit de Weerd & A. Fernandes	20.84 N	76.24 W	180 m	Cuba	Holguin	El Jayal, Finca los Toranzo, Holguin, about 6 km E of Holguin.	
Trilamellaxis proteus		1	1722	ANSP	ANSP	station C020	KT602653	voucher DUW01428	2006-10-25	Trilamellaxis proteus	D.R. Uit de Weerd & W.J. Moes	22.38 N	79.36 W	37  m	Cuba	Sancti Spiritus	Road Caibarien - Yaguajay, 12 rkm NW of Yaguajay. Cliffs at the end of sideroade 250 m SW of main road.	
Uncinicoptis sancticola		1	1722	ANSP	ANSP	station C007	KT602654	voucher DUW01433	2006-10-19	Uncinicoptis sancticola	D.R. Uit de Weerd, A. Vazquez Perera & W.J. Moes	22.21 N	84.06 W	32 m	Cuba	Pinar del Rio	"Around entrance camping ""Salto de los Portales"", 1.5 km ENE of Guane."	
Urocoptis (Urocoptis) ambigua		1	1722	ANSP	ANSP	ANSP 405283, A19533, station  JBS114	KT602626	voucher DUW01354	1999-10-02	Urocoptis (Urocoptis) ambigua	G. Rosenberg & I.V. Muratov	18.12 N	77.57 W	480 m	Jamaica	Manchester Parish	Secondary forest above road, limestone, red soil. Maidstone, 1.0 road km SSE of intersection at Topsham.	
Urocoptis (Spirocoptis) producta		1	1722	ANSP	ANSP	station  JBS180	KT602627	voucher DUW01355	2000-02-06	Urocoptis (Spirocoptis) producta	G. Rosenberg, I.V. Muratov, Kitson & Grace	18.12 N	76.38 W	140 ft	Jamaica	Portland Parish	 John Crow Mountains. Near cattle gate, 1.9 road km S of intersection SW of Kenmay. Secondary forest/ mixed cultivation.	
Bactrocoptis rosea		1	1722	ANSP	ANSP	ANSP 406321, A19561, station JBS139	KT602620	voucher DUW01332	1999-10-08	Bactrocoptis rosea	G. Rosenberg & I.V. Muratov	18.15 N	77.56 W	440 m	Jamaica	Manchester Parish	NW of Green Vale. Secondary forest, limestone, light brown soil.	
Urocoptidae species A		1	1722			0	KT602669	voucher DUW01442	2006-02-08	Urocoptidae species A	J. Steffek & J. Grego	18.34 N	74.02 W	1306 m	Haiti		Cay Derniere Jeudi, side of the forest, wet limestone forest. 	
Urocoptidae species B		1	1722	USDA	USDA-APHIS (in ANSP)	station 97 H 55	KT602670	voucher DUW01462	1997-03-22	Urocoptidae species B	D.G. Robinson & I.V. Muratov	18.82 N	69.30 W	165 m	Dominican Republic	Provincia Hato Mayor	Field with large limestone boulders, next to main road, 35.55 km south of Sabana de la Mar. 	
Brachypodella spec.		1	1722	USDA	USDA-APHIS (in ANSP)	station 97 H71	KT602668	voucher DUW01439	1997-03-28	Brachypodella spec.	D.G. Robinson & I.V. Muratov	18.14 N	73.97 W	10 m	Haiti	Departement du Sud	Rocky field, Coteaux, on the road to Port Salud. Under rocks in field.	
